Release Year,Title,Plot,PlotSummary,final_genre,final_director,final_cast
1970,Darker than Amber,"Travis McGee and his close friend Meyer are fishing underneath a bridge in their coastal Florida home. To their shock a young woman is thrown off the bridge; she is bound and her ankles weighted with a barbell. Travis dives in and saves her, learning her name is Vangie. He is surprised when she insists that he not contact the police and Travis finds himself falling in love with the mysterious woman.
She gradually opens up to Travis, admitting that she was nearly killed due to her involvement in a prostitution ring and a murder scheme. Travis was part of a team that worked in male/female pairs on cruise ships: pretty young women lured rich lonely men and then drugged their drinks to rob them when they were passed out. The male partner, a sadistic bodybuilder named Terry, throws the men overboard to drown. Vangie became a target when she objected the murders, having been led to believe the men would only be robbed.
Despite Travis and Meyer's efforts to protect Vangie, Terry tracks her down and murders her. Travis and Meyer then set out to dismantle the gang. They locate a woman named Merrimay, who bears a striking resemblance to Vangie. On a cruise ship, Travis poses as a wealthy man traveling alone, serving as bait for Terry and his new partner Del. Del approaches Travis and invites him to her room -- but knowing their scheme he refuses to take the drinks she serves and warns that her life is in danger. Angry that Travis has located him, Terry, who was lying in wait in an adjoining room, savagely attacks Travis who is overwhelmed after wounding Terry.
Terry flees the cruise ship where Meyer and Merrimay are waiting at the pier. Merrimay, her hair dyed to closer resemble Vangie, calls out to Terry. Already bloodied by his fight with Travis, Terry goes berserk at the idea that Vangie survived and storms down the gangplank towards her, punching anyone in his way. Security guards try stopping Terry, but they only slow him until Travis appears and takes down the muscle-bound killer with a blow from a wooden 2x4.
The movie ends with Travis and Merrimay talking on his houseboat The Busted Flush. She asks if he still is in love with Vangie and hints that she might want a relationship with him, but McGee replies by saying he will need time to consider if he is ready for a new love in his life.",Travis McGee saves a young woman thrown off a bridge and learns her name is Vangie. She is nearly killed due to her involvement in a prostitution ring and a murder scheme. Travis was part of a team that worked in male/female pairs on cruise ships: pretty young women lured rich lonely men and then drugged their drinks to rob them when they were passed out.,action,Robert Clouse,"Rod Taylor, Theodore Bikel, Suzy Kendall"
1970,Darling Lili,"Set during World War I, the film centers on Lili Smith, popular British performer who is regarded as a femme fatale. She is actually a German spy, and the uncle she dotes upon is really Colonel Kurt Von Ruger, a fellow spy and her contact with the German military.
In hopes of gaining valuable information, Lili begins using her feminine wiles on Major William Larrabee, a top American pilot flying with the British Royal Flying Corps. However, Lili soon falls in love with Larrabee and cannot find the courage to betray him. When Larrabee discovers Lili's secret, he refuses to turn her in.","The film centers on Lili Smith, a popular British performer who is regarded as a femme fatale. She is actually a German spy, and the uncle she dotes upon is really Colonel Kurt Von Ruger. She begins using her feminine wiles on Major William Larrabee, a top American pilot flying with the British Royal Flying Corps.","Comedy,Drama,Musical",Blake Edwards,"Rock Hudson,Jeremy Kemp,Lance Percival,Michael Witney,Jacques Marin,André Maranne,Bernard Kay"
1970,The Delta Factor,"A glamorous CIA agent, Kim Stacy, gets a new assignment. She is to work with a man named Morgan, a convict serving time for the theft of $40 million that was never recovered.
Morgan is given a chance to earn a reduced sentence by aiding in the rescue of a scientist who has been taken prisoner on a Caribbean isle. Morgan infiltrates the fortress by posing as a drug dealer. He discovers hundreds of political prisoners being held there. He also encounters Dekker, an old war comrade who stole the $40 million and framed Morgan for the crime.
Dekker is about to flee the island with Kim held at gunpoint. Morgan shoots him and boards the plane, which he and Kim fly to safety. But with her consent, grateful for Morgan's having saved her life, Kim permits him to bail out by parachute so that he can go find the $40 million.","A glamorous CIA agent, Kim Stacy, gets a new assignment with a man serving time for the theft of $40 million. Morgan is given a chance to earn a reduced sentence by aiding in the rescue of a scientist who has been taken prisoner on a Caribbean isle. Morgan infiltrates the fortress by posing as a drug dealer. He discovers hundreds of political prisoners being held there.","Adventure,Crime,Drama",Tay Garnett,"Christopher George,Ralph Taeger,Ted de Corsia,Rhodes Reason,Joseph Sirola,Richard Ianni,George Ash"
1970,Diary of a Mad Housewife,"Tina Balser, an educated, frustrated housewife and mother, is in a loveless marriage with Jonathan, an insufferable, controlling, emotionally abusive, social-climbing lawyer in New York City. He treats her like a servant, undermines her with insults, and belittles her appearance, abilities and the raising of their two girls, who treat their mother with the same rudeness as their father. Searching for relief, she begins a sexually fulfilling affair with a cruel and coarse writer, George Prager, who treats her with similar brusqueness and contempt, which only drives her deeper into despair. She then tries group therapy, but this also proves fruitless when she finds her male psychiatrist, Dr. Linstrom, as well as the other participants, equally shallow and abusive.
At the climax of the film, Jonathan confesses to Tina that his ambitious plans have collapsed. A French vineyard he had invested in is wiped out, and he is now in debt. Because he has been focusing on non-job issues, his work at his law firm has suffered. He also confesses to having an affair. Tina tells Jonathan that she accepts what he's done, and promises to support him, but does not tell him of her own affair with George. Tina reveals her story to her therapy group, who angrily criticize or belittle her. The final shot is of Tina's face, steadfast, as angry voices from the group are heard from off-screen.","Tina Balser is in a loveless marriage with Jonathan, an insufferable, controlling, emotionally abusive, abusive, social-climbing lawyer. She begins a sexually fulfilling affair with a cruel and coarse writer, George Prager, who treats her with similar brusqueness and contempt. She then tries group therapy, but finds her male psychiatrist, Dr. Linstrom, as well as the other participants, equally shallow and abusive.","Comedy,Drama",Frank Perry,"Richard Benjamin,Frank Langella,Peter Dohanos,Leonard Elliott"
1970,Dirty Dingus Magee,"Hoke Birdsill rides into Yerkey's Hole demanding the law take action because Dingus Magee has robbed him. There is no law, so the mayor, Belle, who also runs the town's bordello, sees to it that Hoke becomes the new sheriff.
Dingus keeps getting away with his crimes, helped by Anna Hot Water, his young Indian companion. But when he tries to steal from Belle, he finds Hoke has beaten him to it. Hoke enjoys being on the other side of the law, so Dingus turns the tables, becoming sheriff to go after him.
After being rivals for so long, Dingus and Hoke eventually team up, burning Belle's brothel to the ground.","Hoke Birdsill rides into Yerkey's Hole demanding the law take action because Dingus Magee has robbed him. There is no law, so the mayor, Belle, who also runs the town's bordello, sees to it that Hoke becomes the new sheriff. Dingus turns the tables, becoming sheriff to go after him.","Comedy,Romance,Western",Burt Kennedy,"Frank Sinatra,George Kennedy,Jack Elam,John Dehner,Henry Jones,Harry Carey Jr.,Paul Fix"
1970,The Dunwich Horror,"A woman groans and writhes with the pain of childbirth in a bedroom from a bygone era as two elderly women - who appear to be twins - and an elderly man watch. She is then led out of the room by the elderly man.
At the Miskatonic University in Arkham, Massachusetts, Dr. Henry Armitage has just finished a lecture on the local history and the very rare and priceless book known as the Necronomicon. He gives the book to his student Nancy Wagner to return to the library. She is followed by a stranger, who later introduces himself as Wilbur Whateley. Wilbur asks to see the book, and though it is closing time and the book is reputedly the only copy in existence, Nancy allows it under the influence of his hypnotic gaze.
Wilbur's perusal of the book is cut short by Henry, who has researched Wilbur's family's sordid past. His warnings about the Whateley's go unheeded by Nancy, who decides to give Wilbur a ride back to Dunwich after he misses his bus, perhaps purposely. At a gas station on the outskirts of town, Nancy first encounters the ill-esteem in which the locals hold Wilbur.
Once back at the Whateley house, she meets Old Whateley, Wilbur's grandfather. Her car is then disabled and she is drugged by Wilbur. She decides under the influence of hypnosis and drugs to spend the weekend, and does not change her mind when Henry and Nancy's classmate Elizabeth arrive from Arkham the next morning. The duo does not abandon Nancy, however. They investigate further and discover that Wilbur's mother, Lavinia, is still alive and in an asylum. The town doctor, Dr. Cory informs Henry that Lavinia delivered twins when Wilbur was born, but one was stillborn, though he was not there for the delivery and never saw the body. The childbirth was very traumatic and Lavinia ""lost her mind"" during it, and nearly died.
In the meantime, on the advice of the locals, Elizabeth enters the Whateley house looking for Nancy. She opens a locked door, and releases a creature which appears to be Wilbur's monstrous twin, who kills her and escapes. Upon Wilbur and Nancy's return, Old Whateley confronts them about the presence of the Nancy's car, and in the ensuing argument, falls down the stairs and dies. Wilbur takes him to the local cemetery for a decidedly non-Christian burial, but the local townsfolk vociferously stop him.
Wilbur's twin runs amok in Dunwich, killing several people. Lavinia dies in the asylum, looking much older than her 45 years. The Whateley estate burns down in a conflagration that may have to do with a pagan ritual. At the top of a coastal cliff, Wilbur prepares Nancy for sacrifice to bring back what he calls ""The Old Ones."" Confronted by Armitage, Wilbur chants and calls down his demon father as his adversary chants reverse spells. Wilbur is struck by lightning in the ritual and falls in a ball of fire into the sea.
Finally, the physically unharmed Nancy is escorted off the sacrificial altar by Armitage and Cory, who calm her by stating that the Whateley line has ended. Nancy is pregnant, presumably with Wilbur's ill-conceived child.","Dr. Henry Armitage has just finished a lecture on the local history and the very rare and priceless book known as the Necronomicon. He gives the book to his student Nancy Wagner to return to the library. She is followed by a stranger, who later introduces himself as Wilbur Whateley. Wilbur's mother, Lavinia, is still alive and in an asylum. The house burns down in a conflagration that may have been a pagan ritual.",Horror,Daniel Haller,"Dean Stockwell,Ed Begley,Lloyd Bochner,Sam Jaffe,Michael Fox,Jason Wingreen"
1970,El Condor,"Luke, an escaped convict, and Jaroo, a loner gold prospector, team up with a band of Apache Indians in 19th century Mexico to capture a large, heavily armed fortress for the millions—or billions—of dollars in gold that are rumored to be stored within.","Luke, an escaped convict, and Jaroo, a loner gold prospector, team up with a band of Apache Indians to capture a large, heavily armed fortress for the millions of dollars in gold rumored to be stored within. Luke, Jaroo and Luke team up to capture the fortress.","Action,Adventure,Drama",John Guillermin,"Jim Brown,Lee Van Cleef,Patrick O'Neal,Iron Eyes Cody,Elisha Cook Jr.,Gustavo Rojo,Florencio Amarilla,Julio Peña"
1970,End of the Road,"After a catatonic episode on a railway station platform, Jacob Horner is taken to ""The Farm"", a bizarre insane asylum run by Doctor D. After being cured, Jacob takes a job as an English lecturer and begins a disastrous affair with Rennie, the wife of a colleague.","Jacob Horner is taken to ""The Farm"", a bizarre insane asylum run by Doctor D. After being cured, Jacob takes a job as an English lecturer and begins a disastrous affair with Rennie, the wife of a colleague. Jacob begins an affair with a colleague's wife after a catatonic episode.","Comedy,Drama",Aram Avakian,"Stacy Keach,Harris Yulin,James Earl Jones,Ray Brock,Ray Brock,John Pleshette,Norman Simpson"
1970,Equinox,"Four young adults – David Fielding, Susan Turner, Jim Hudson, and Jim's girlfriend, Vicki head into the woods to look for a lost scientist, Dr. Arthur Waterman. They have a picnic and see a mysterious castle in the woods. They find that Dr. Waterman's cabin seems to have been destroyed. A forest ranger, who is Asmodeus in human form, watches over them. When the group stumbles into a cave, a strange old man presents them with an ancient book filled with magical lore and symbols. Asmodeus sends monsters – a giant ape-like creature and a green-skinned, fur-clad giant – to retrieve the book from them at all costs. The ape-like creature kills the old man. The castle seems to have disappeared, however the friends discover that it has been rendered invisible by magic.
After killing Jim, Asmodeus reveals his true form, that of a winged red demon. Asmodeus kills Vicki and then attacks Dave and Susan. Dave and Susan flee to a cemetery and destroy the demon with a cross. As it dies, the cemetery explodes, killing Susan. Dave sees a shadowy giant who prophesies that Dave will be dead in one year and one day. Dave loses his sanity, and is confined to a mental hospital. One year and one day later, an evil-faced Susan arrives at the hospital to visit him.
The film concludes with end credits saying ""The End?""","David Fielding, Susan Turner, Jim Hudson, and Jim's girlfriend, Vicki head into the woods to look for a lost scientist, Dr. Arthur Waterman. They find that Dr. Waterman's cabin seems to have been destroyed. A forest ranger, who is Asmodeus in human form, watches over them. A strange old man presents them with an ancient book filled with magical lore and symbols. A giant ape-like creature and a green-skinned, fur-clad giant are sent to retrieve the book from them.","Action,Adventure,Fantasy",Jack Woods,"Edward Connell,Frank Bonner,Jack Woods,James Phillips,Fritz Leiber Jr.,Patrick Burke,Jim Duron"
1970,Five Easy Pieces,"Bobby Dupea works in an oil field in Kern County, California with his friend Elton, who has a wife and a baby son. Bobby spends most of his time with his waitress girlfriend Rayette, who has dreams of singing country music; or in the company of Elton, with whom he bowls, gets drunk, and has sex with other women. Bobby has not told Elton that he is a former classical pianist who comes from a family of musicians.
Rayette gets pregnant and Elton is arrested for having robbed a gas station. Bobby quits his job and goes to Los Angeles where his sister Partita, also a pianist, is making a recording. Partita tells him that their father, from whom Bobby is estranged, has suffered two strokes. She urges Bobby to return to the family home in Washington state.
Rayette threatens to kill herself if Bobby leaves her, so he reluctantly asks her along. Driving north, they pick up two women headed for Alaska, one of whom is obsessed with ""filth"". The four of them are thrown out of a restaurant when Bobby gets into an argument with a waitress who refuses to accommodate his special order.
Embarrassed by Rayette's lack of polish, Bobby registers her in a motel before proceeding to the family home on an island in Puget Sound. He finds Partita giving their father a haircut, but the old man seems completely oblivious to him. At dinner Bobby meets Catherine Van Oost, a young pianist engaged to his brother Carl, a violinist. Despite personality differences, Catherine and Bobby are immediately attracted to each other and have sex in her room.
Rayette runs out of money at the motel and comes to the Dupea estate unannounced. Her presence creates an awkward situation, but when pompous family friend Samia ridicules her, Bobby comes to her defense. Storming from the room in search of Catherine, he discovers his father's male nurse giving Partita a massage. Now more agitated, he picks a fight with the nurse, who knocks him to the floor.
Bobby tries to persuade Catherine to go away with him, but she declines, believing he does not love himself, or anything at all. After trying to talk to his unresponsive father, Bobby leaves with Rayette, who makes a playful sexual advance that he angrily rejects. When Rayette goes into a gas station for coffee, he gives her his wallet and abandons her, hitching a ride on a truck headed north.","Bobby Dupea works in an oil field in Kern County, California with his friend Elton, who has a wife and a baby son. Bobby quits his job and goes to Los Angeles where his sister Partita, also a pianist, is making a recording. Partita tells him that their father, from whom Bobby is estranged, has suffered two strokes. Rayette gets pregnant and Elton is arrested for having robbed a gas station.",Drama,Bob Rafelson,"Jack Nicholson,Billy Green Bush,Richard Stahl"
1970,Flesh Feast,"Dr. Elaine Frederick, a mad scientist is working on developing maggots that prefer human flesh, while her services are used to make a clone of Adolf Hitler. She cooperates with the plan to resurrect Hitler as a way of exacting revenge for the death of her mother, a political prisoner executed in Ravensbrück concentration camp. While convincing everyone the flesh-eating maggots are for regeneration research, she simply wants to throw them in the resurrected Hitler's face, which she does.","Dr. Elaine Frederick cooperates with the plan to resurrect Hitler as a way of exacting revenge for the death of her mother, a political prisoner executed in Ravensbrück concentration camp. While convincing everyone the flesh-eating maggots are for regeneration research, she simply wants to throw them in the resurrected Hitler's face.","Fantasy,Horror,Mystery",Brad F. Grinter,"Phil Philbin,Doug Foster,Harry Kerwin,Brad Townes,Dete Parsons"
1970,Getting Straight,"Harry Bailey, a former student activist and post-graduate, comes back to university to complete an education course to become a teacher. He tries to avoid the increasing student unrest that has surfaced, but finds this difficult as his girlfriend, Jan, is a leader in these protests.
Over time, student demonstrations bring police to the campus to quell the unrest, and the ensuing clashes lead to martial law. Harry is forced to question his values in relation to this. At the height of the rioting he concurs with Jan that ""getting straight"" is more important than unprotesting acceptance of the educational establishment.","Harry Bailey returns to university to complete an education course to become a teacher. He tries to avoid the increasing student unrest that has surfaced, but finds this difficult as his girlfriend, Jan, is a leader in these protests. At the height of the rioting he concurs with Jan that ""getting straight"" is more important than unprotesting acceptance of the educational establishment.","Comedy,Drama,Romance",Richard Rush,"Elliott Gould,Robert F. Lyons,Jeff Corey,Max Julien,Cecil Kellaway,Jon Lormer,Leonard Stone,William Bramley"
1970,The Great White Hope,"Set between 1910 and 1915, the story follows Jack Jefferson, patterned after real-life boxer, Jack Johnson, going on a hot streak of victories in the boxing ring as he defeats every white boxer around. Soon the press and racists announce the search for a ""great white hope"", a boxer who will defeat Jefferson for the heavyweight title. Meanwhile, Jefferson prepares for a few more matches, but he lets his guard down by courting the beautiful, and very white, Eleanor Bachman, and when everyone, including Jack's black ""wife"", discover this, the tensions grow to fever pitch. Jack's close black friends become scared over his pushing the envelope of success and the white authorities conspire to frame him with unlawful sexual relations with Eleanor and thereby take away his title. It leads to jealousy, a run from the law, and finally, disaster.","The story follows Jack Jefferson, patterned after real-life boxer, Jack Johnson, going on a hot streak of victories in the boxing ring as he defeats every white boxer around. Soon the press and racists announce the search for a ""great white hope"", a boxer who will defeat Jefferson for the heavyweight title. Jefferson lets his guard down by courting the beautiful, and very white, Eleanor Bachman.","Drama,Romance,Sport",Martin Ritt,"James Earl Jones,Lou Gilbert,Joel Fluellen,Chester Morris,Robert Webber,R.G. Armstrong,Hal Holbrook"
1970,The Hawaiians,"The story begins 40 years after the events depicted in the original Hawaii as a new generation of Americans and Asians must deal with a changing island and world; one of them is a sea captain.
Whipple ""Whip"" Hoxworth returns home to Hawaii to find his grandfather has died and left his fortune to Hoxworth's cousin, Micah Hale. Whip, the black sheep of his otherwise very conservative and disapproving family, starts a plantation, staffing it with newly arrived Chinese indentured servants Mun Ki, and his second wife/concubine Nyuk Tsin.
Mun Ki fathers children with Nyuk Tsin, all the while dreaming of returning to China and his first and officially ""real"" wife. Nyuk Tsin has other ideas. For the remainder of the story she is referred to as ""Wu Chow's Auntie"". Wu Chow being their firstborn son, to support the traditional fiction that Mun Ki's official spouse in China is the ""real"" mother of his children.
Whip steals valuable pineapples from French Guiana in the hope that they will grow in Hawaii. He gives the forlorn plants to Wu Chow's Auntie, knowing that she has a ""green thumb"". When she succeeds in nurturing the plants into flourishing, the overjoyed Whip offers to buy her some land as a reward. Over Mun Ki's opposition, she accepts. This is the first step in the rise of both Whip and Wu Chow's Auntie, as well as of the pineapple industry in Hawaii.
Meanwhile, Whip marries native Hawaiian, Purity, and has a son with her. However, because of her inbred royal Hawaiian ancestry, she is mentally fragile. Eventually, her mind gives way, and she can no longer abide to live with Whip. Their son Noel grows to manhood experiencing an uneasy relationship with his father.
When Mun Ki contracts leprosy, Wu Chow's Auntie accompanies him to the leper colony on Molokai. Upon Mun Ki's death years later, she returns to be reunited and reacquainted with her now-grown, educated, and prospering children.
A complication arises when Noel falls in love with Wu Chow's Auntie's only daughter. Neither parent approves of the marriage, but in the end, they grudgingly accept it.","The story begins 40 years after the events depicted in the original Hawaii. Whipple ""Whip"" Hoxworth returns home to Hawaii to find his grandfather has died and left his fortune to his cousin, Micah Hale. Whip, the black sheep of his otherwise very conservative and disapproving family, starts a plantation, staffing it with newly arrived Chinese indentured servants Mun Ki, and his second wife/concubine Nyuk Tsin.","Adventure,Drama",Tom Gries,"Charlton Heston,Mako,John Phillip Law,Alec McCowen,Don Knight,Chris Robinson"
1970,Hercules in New York,"Hercules, at Olympus, berates his father Zeus for not allowing him to leave the gods' abode to adventure on earth. Eventually Zeus sends Hercules, on a beam, to the land of men.
After some strange encounters in the air and at sea, Hercules arrives in New York City, where hilarity ensues in the form of interactions with various New Yorkers, who regard him as physically superior but socially awkward. He meets a skinny little guy called Pretzie. Hercules becomes a successful professional wrestler.
Zeus, watching Hercules from the heights, becomes irritated with Hercules' antics, which he feels are making a mockery of the gods, and calls on Mercury to stop Hercules. After Mercury makes an unsuccessful attempt to bring Hercules home, Zeus orders Nemesis to see to it that Hercules is consigned to the infernal regions ruled over by Pluto.
However, Juno instead convinces Nemesis to poison Hercules with a poison that would strip him of his divinity and then talk to Pluto. Nemesis informs Pluto of what is happening and he bets a large sum of money against Hercules in an upcoming strongman competition with Hercules' gangster manager.
When Hercules loses the strongman competition his friends try to lead off Hercules' angry manager's henchmen, but Hercules follows them to save them.
Meanwhile, Zeus uncovers the truth from Nemesis as to what is happening but only intervenes at the last minute to restore Hercules' divinity, not wanting any son of his to die at the hands of a mortal.
Hercules defeats the gangsters and realizes that he has been disobedient and returns to the heavens shortly after, only saying good-bye to Pretzie over a radio after he leaves.
In the heavens, Zeus tells Juno and Hercules that he is not going to punish Hercules for his behavior as they ask him about it and then asks to be left alone. They leave him alone, and upon their departure, Zeus sneaks out of the heavens and descends to earth, scaring a passenger jet on his way down.","Zeus becomes irritated with Hercules' antics, which he feels are making a mockery of the gods. Zeus orders Nemesis to see to it that Hercules is consigned to the infernal regions ruled over by Pluto. However, Juno instead convinces Nemesis to poison Hercules with a poison that would strip him of his divinity and then talk to Pluto. Zeus intervenes at the last minute to restore Hercules' divinity.","Adventure,Comedy,Fantasy",Arthur Allan Seidelman,"Arnold Stang,Arnold Schwarzenegger,James Karen,Ernest Graves,Harold Burstein,Merwin Goldsmith,George Bartenieff"
1970,The Honeymoon Killers,"Martha Beck is a sullen, overweight nursing administrator living in Mobile, Alabama, with her elderly mother. Martha's friend Bunny surreptitiously submits Martha's name to a ""lonely hearts"" club, which results in a letter from Raymond Fernandez of New York City. The audience sees Ray surrounded by the photographs of his previous conquests as he composes his first letter to Martha. Overcoming her initial reluctance, Martha corresponds with Ray and becomes attached to him. He visits Martha and seduces her. Thereafter, having secured a loan from her, Ray sends Martha a Dear Jane letter, and Martha enlists Bunny's aid to call him with the (false) news that she has attempted suicide.
Ray allows Martha to visit him in New York, where he reveals he is a con man who makes his living by seducing and then swindling lonely women. Martha is unswayed by this revelation. At Ray's directive, and so she can live with him, Martha admits her mother in a nursing home. Martha's embittered mother disowns her for abandoning her. Martha insists on accompanying Ray at his ""work"". Woman after woman accepts the attentions of this suitor who goes courting while always within sight of his ""sister"". Ray promises Martha he will never sleep with any of the other women, but complicates his promise by marrying pregnant Myrtle Young. After Young aggressively attempts to bed the bridegroom, Martha gives her a dose of pills, and the two put the drugged woman on a bus. Her death thereafter escapes immediate suspicion.
The swindlers move on to their next target, and after catching Ray in a compromising position with the woman, Martha attempts to drown herself. To placate her, Ray rents a house in Valley Stream, a suburb of New York City. He becomes engaged to the elderly Janet Fay of Albany, and takes her to the house he shares with Martha. Janet gives Ray a check for $10,000, but then becomes suspicious of the two. When Janet tries to contact her family, Martha and Ray hit her in the head with a hammer and strangle her to death. They bury her body beneath their cellar floor in her trunk, tossing into the grave's dirt the two framed depictions of Jesus that, Martha notes sarcastically, she'd told them she took everywhere she went.
Next, they spend several weeks living in Michigan with the widowed Delphine Downing and her young daughter. Delphine, younger and prettier than most of Ray's conquests, confides in Martha, hoping that she will help her persuade Ray to marry her as soon as possible because she is pregnant with Ray's child. Martha is in the midst of drugging Delphine when the woman's daughter enters the room with Ray. He shoots Delphine in the head, and Martha, off camera, drowns the daughter in the cellar. Ray tells Martha that he must proceed with his plan to move on to one more woman, this one in New Orleans, and then he will marry Martha; he reaffirms his promise never to betray her with one of his marks. Realizing that Ray will never stop lying to her, Martha calls the police and waits calmly for them to arrive.
The epilogue takes place four months later, with Martha and Ray in jail. As she leaves the cellblock for the first day of their trial, Martha receives a letter from Ray in which he tells her that, despite everything, she is the only woman he ever loved. Titles on the screen then conclude the story, saying that Martha Beck and Raymond Fernandez were executed at Sing Sing on March 8, 1951.[4]","Martha Beck is a sullen, overweight nursing administrator living in Mobile, Alabama, with her elderly mother. Martha's friend submits Martha's name to a ""lonely hearts"" club, which results in a letter from Raymond Fernandez of New York City. Ray allows Martha to visit him in New York, where he reveals he is a con man who makes his living by seducing and then swindling lonely women. Ray promises Martha he will never sleep with any of the other women, but complicates his promise by marrying pregnant Myrtle Young. Martha gives her a dose of pills, and the two put the","Crime,Drama,Romance",Leonard Kastle,Tony Lo Bianco
1970,Hornets’ Nest,"In Northern Italy in 1944, the entire population of the village of Reanoto is massacred by the SS under the command of the cruel Major Sturmbannführer Taussig for helping the Italian resistance movement. The only survivors are a group of young boys in ages from 7 to 14 led by Aldo, who witness the mass execution and vow revenge.
That night, a detachment of US Army paratrooper saboteurs jump into the area with a mission to destroy a strategic dam with the partisans prior to the Fifth United States Army's advance into the area. Their drop zone has been discovered by Wehrmacht troops under the command of Hauptmann Friedrich von Hecht, who kill them all except the leader of the paratroopers, Captain Turner, who is rendered unconscious and goes unnoticed by the Germans when he lands in the branches of a tree. The Germans capture the demolition equipment from the dead Americans.
Aldo and his friends rescue Turner by spiriting him away from the ambush. Realising that Turner needs medical attention, they kidnap German doctor Bianca Freedling, to nurse him to health, and keeping her captive even after Turner's recovery. In order to avenge the massacre of Reanoto, Aldo wants Turner to train him and his friends in the use of military weapons and tactics. Turner uses the opportunity as a second chance to complete his sabotage mission, using the boys instead of his late command. He has the boys steal the captured American demolition gear from von Hecht's headquarters, killing SS Rottenführer Gunther in the process, but Aldo hides the detonators until Turner leads them in their revenge. He trains them to use German MP40 guns.
In response to the killing of Gunther, Standartenführer Jannings hunts for Turner and his ""Dead End Kids"" an SS-led affair, placing von Hecht under the command of Taussig and reassigning his regular Wehrmacht troops to guard a tunnel. Not long after this, Turner and the boys steal a truck and drive to SS headquarters, slaughtering all of Taussig's men in a surprise attack. Killing the SS was enough for most of the boys, but not for Aldo, who is becoming emotionally and mentally unhinged. He wants to keep killing Germans.
Von Hecht, after an argument, shoots and kills Taussig in the aftermath of the attack on SS headquarters, and goes after Turner and the boys solo. While Turner and a few of the boys are planting Composition C charges on the dam, Aldo and a few of the others go against orders and directly engage the German guards on top of the dam, which very nearly costs the entire mission. Taking over an MG42, Aldo becomes blood-drunk as he mows down Germans, even going so far as to shoot down his own friend Carlo when Carlo blocks his shot. Despite interference from von Hecht, Turner and the kids successfully plant the explosives and blow up the dam, flooding the valley.
With the dam destroyed and the Germans routed, the American troops begin moving in. When Turner learns of Carlo's death, as well as that of another boy who died protecting Bianca and some of the younger children, he regrets having involved the children and breaks all of the guns. Aldo however refuses to hand his over, and runs off, encountering von Hecht, who survived the destruction of the dam. Aldo shoots and wounds him just as Turner catches up to him, and after failing to talk him out of finishing the German officer off, prevents him by force, taking his gun away. He takes von Hecht prisoner as von Hecht expresses his admiration for Turner's success.
Turner, Bianca, von Hecht and all of the surviving boys except for Aldo go down to meet the approaching column of American soldiers. Aldo lingers. After seeing to it that the others are safely aboard a truck, Turner goes back for Aldo, who angrily throws rocks at him because he stopped him from killing von Hecht. But finally he is overcome with remorse for having killed Carlo, and begs Turner's forgiveness. Turner gives it, and scoops the defeated and frightened boy up, and carries him to the waiting truck.","In 1944, the entire population of the village of Reanoto is massacred by the SS under the command of the cruel Major Sturmbannführer Taussig for helping the Italian resistance movement. The only survivors are a group of young boys in ages from 7 to 14 led by Aldo, who witness the mass execution and vow revenge. Turner uses the opportunity as a second chance to complete his sabotage mission, using the boys instead of his late command.",war,Phil Karlson,"Rock Hudson, Sylvia Koscina, Sergio Fantoni"
